S
339099925.0
339099924.75
339099924.5
339099924.25
339099924.0
339099923.75
339099923.5
339099923.25
339099923.0
339099922.75
339099922.5
339099922.25
339099922.0
339099921.75
339099921.5
339099921.25
339099921.0
339099920.75
339099920.5
339099920.25
339099920.0
339099919.75
339099919.5
339099919.25
339099919.0
339099918.75
339099918.5
339099918.25
339099918.0
339099917.75
339099917.5
339099917.25
339099917.0
339099916.75
339099916.5
339099916.25
339099916.0
339099915.75
339099915.5
339099915.25
339099915.0
339099914.75
339099914.5
339099914.25
339099914.0
339099913.75
339099913.5
339099913.25
339099913.0
339099912.75
339099912.5
339099912.25
339099912.0
339099911.75
339099911.5
339099911.25
339099911.0
339099910.75
339099910.5
339099910.25
339099910.0
339099909.75
339099909.5
339099909.25
339099909.0
339099908.75
339099908.5
339099908.25
339099908.0
339099907.75
339099907.5
339099907.25
339099907.0
339099906.75
339099906.5
339099906.25
339099906.0
339099905.75
339099905.5
339099905.25
339099905.0
339099904.75
339099904.5
339099904.25
339099904.0
339099903.75
339099903.5
339099903.25
339099903.0
339099902.75
339099902.5
339099902.25
339099902.0
339099901.75
339099901.5
339099901.25
339099901.0
339099900.75
339099900.5
339099900.25
339099900.0
339099899.76
339099899.52
339099899.28
339099899.04
339099898.8
339099898.56
339099898.32
339099898.08
339099897.84
339099897.6
339099897.36
339099897.12
339099896.88
339099896.64
339099896.4
339099896.16
339099895.92
339099895.68
339099895.44
339099895.2
339099894.96
339099894.72
339099894.48
339099894.24
339099894.0
339099893.76
339099893.52
339099893.28
339099893.04
339099892.8
339099892.56
339099892.32
339099892.08
339099891.84
339099891.6
339099891.36
339099891.12
339099890.88
339099890.64
339099890.4
339099890.16
339099889.92
339099889.68
339099889.44
339099889.2
339099888.96
339099888.72
339099888.48
339099888.24
339099888.0
339099887.76
339099887.52
339099887.28
339099887.04
339099886.8
339099886.56
339099886.32
339099886.08
339099885.84
339099885.6
339099885.36
339099885.12
339099884.88
339099884.64
339099884.4
339099884.16
339099883.92
339099883.68
339099883.44
339099883.2
339099882.96
339099882.72
339099882.48
339099882.24
339099882.0
339099881.76
339099881.52
339099881.28
339099881.04
339099880.8
339099880.56
339099880.32
339099880.08
339099879.84
339099879.6
339099879.36
339099879.12
339099878.88
339099878.64
339099878.4
339099878.16
339099877.92
339099877.68
339099877.44
339099877.2
339099876.96
339099876.72
339099876.48
339099876.24
339099876.0
339099875.66
339099875.32
339099874.98
339099874.64
339099874.3
339099873.96
339099873.62
339099873.28
339099872.94
339099872.6
339099872.26
339099871.92
339099871.58
339099871.24
339099870.9
339099870.56
339099870.22
339099869.88
339099869.54
339099869.2
339099868.86
339099868.52
339099868.18
339099867.84
339099867.5
339099867.16
339099866.82
339099866.48
339099866.14
339099865.8
339099865.46
339099865.12
339099864.78
339099864.44
339099864.1
339099863.76
339099863.42
339099863.08
339099862.74
339099862.4
339099862.06
339099861.72
339099861.38
339099861.04
339099860.7
339099860.36
339099860.02
339099859.68
339099859.34
339099859.0
339099858.66
339099858.32
339099857.98
339099857.64
339099857.3
339099856.96
339099856.62
339099856.28
339099855.94
339099855.6
339099855.26
339099854.92
339099854.58
339099854.24
339099853.9
339099853.56
339099853.22
339099852.88
339099852.54
339099852.2
339099851.86
339099851.52
339099851.18
339099850.84
339099850.5
339099850.16
339099849.82
339099849.48
339099849.14
339099848.8
339099848.46
339099848.12
339099847.78
339099847.44
339099847.1
339099846.76
339099846.42
339099846.08
339099845.74
339099845.4
339099845.06
339099844.72
339099844.38
339099844.04
339099843.7
339099843.36
339099843.02
339099842.68
339099842.34
339099842.0
339099841.37
339099840.74
339099840.11
339099839.48
339099838.85
339099838.22
339099837.59
339099836.96
339099836.33
339099835.7
339099835.07
339099834.44
339099833.81
339099833.18
339099832.55
339099831.92
339099831.29
339099830.66
339099830.03
339099829.4
339099828.77
339099828.14
339099827.51
339099826.88
339099826.25
339099825.62
339099824.99
339099824.36
339099823.73
339099823.1
339099822.47
339099821.84
339099821.21
339099820.58
339099819.95
339099819.32
339099818.69
339099818.06
339099817.43
339099816.8
339099816.17
339099815.54
339099814.91
339099814.28
339099813.65
339099813.02
339099812.39
339099811.76
339099811.13
339099810.5
339099809.87
339099809.24
339099808.61
339099807.98
339099807.35
339099806.72
339099806.09
339099805.46
339099804.83
339099804.2
339099803.57
339099802.94
339099802.31
339099801.68
339099801.05
339099800.42
339099799.79
339099799.16
339099798.53
339099797.9
339099797.27
339099796.64
339099796.01
339099795.38
339099794.75
339099794.12
339099793.49
339099792.86
339099792.23
339099791.6
339099790.97
339099790.34
339099789.71
339099789.08
339099788.45
339099787.82
339099787.19
339099786.56
339099785.93
339099785.3
339099784.67
339099784.04
339099783.41
339099782.78
339099782.15
339099781.52
339099780.89
339099780.26
339099779.63
339099779.0
339099778.02
339099777.04
339099776.06
339099775.08
339099774.1
339099773.12
339099772.14
339099771.16
339099770.18
339099769.2
339099768.22
339099767.24
339099766.26
339099765.28
339099764.3
339099763.32
339099762.34
339099761.36
339099760.38
339099759.4
339099758.42
339099757.44
339099756.46
339099755.48
339099754.5
339099753.52
339099752.54
339099751.56
339099750.58
339099749.6
339099748.62
339099747.64
339099746.66
339099745.68
339099744.7
339099743.72
339099742.74
339099741.76
339099740.78
339099739.8
339099738.82
339099737.84
339099736.86
339099735.88
339099734.9
339099733.92
339099732.94
339099731.96
339099730.98
339099730.0
339099729.02
339099728.04
339099727.06
339099726.08
339099725.1
339099724.12
339099723.14
339099722.16
339099721.18
339099720.2
339099719.22
339099718.24
339099717.26
339099716.28
339099715.3
339099714.32
339099713.34
339099712.36
339099711.38
339099710.4
339099709.42
339099708.44
339099707.46
339099706.48
339099705.5
339099704.52
339099703.54
339099702.56
339099701.58
339099700.6
339099699.62
339099698.64
339099697.66
339099696.68
339099695.7
339099694.72
339099693.74
339099692.76
339099691.78
339099690.8
339099689.82
339099688.84
339099687.86
339099686.88
339099685.9
339099684.92
339099683.94
339099682.96
339099681.98
339099681.0
339099679.84
339099678.68
339099677.52
339099676.36
339099675.2
339099674.04
339099672.88
339099671.72
339099670.56
339099669.4
339099668.24
339099667.08
339099665.92
339099664.76
339099663.6
339099662.44
339099661.28
339099660.12
339099658.96
339099657.8
339099656.64
339099655.48
339099654.32
339099653.16
339099652.0
339099650.84
339099649.68
339099648.52
339099647.36
339099646.2
339099645.04
339099643.88
339099642.72
339099641.56
339099640.4
339099639.24
339099638.08
339099636.92
339099635.76
339099634.6
339099633.44
339099632.28
339099631.12
339099629.96
339099628.8
339099627.64
339099626.48
339099625.32
339099624.16
339099623.0
339099621.84
339099620.68
339099619.52
339099618.36
339099617.2
339099616.04
339099614.88
339099613.72
339099612.56
339099611.4
339099610.24
339099609.08
339099607.92
339099606.76
339099605.6
339099604.44
339099603.28
339099602.12
339099600.96
339099599.8
339099598.64
339099597.48
339099596.32
339099595.16
339099594.0
339099592.84
339099591.68
339099590.52
339099589.36
339099588.2
339099587.04
339099585.88
339099584.72
339099583.56
339099582.4
339099581.24
339099580.08
339099578.92
339099577.76
339099576.6
339099575.44
339099574.28
339099573.12
339099571.96
339099570.8
339099569.64
339099568.48
339099567.32
339099566.16
339099565.0
339099563.94
339099562.88
339099561.82
339099560.76
339099559.7
339099558.64
339099557.58
339099556.52
339099555.46
339099554.4
339099553.34
339099552.28
339099551.22
339099550.16
339099549.1
339099548.04
339099546.98
339099545.92
339099544.86
339099543.8
339099542.74
339099541.68
339099540.62
339099539.56
339099538.5
339099537.44
339099536.38
339099535.32
339099534.26
339099533.2
339099532.14
339099531.08
339099530.02
339099528.96
339099527.9
339099526.84
339099525.78
339099524.72
339099523.66
339099522.6
339099521.54
339099520.48
339099519.42
339099518.36
339099517.3
339099516.24
339099515.18
339099514.12
339099513.06
339099512.0
339099510.94
339099509.88
339099508.82
339099507.76
339099506.7
339099505.64
339099504.58
339099503.52
339099502.46
339099501.4
339099500.34
339099499.28
339099498.22
339099497.16
339099496.1
339099495.04
339099493.98
339099492.92
339099491.86
339099490.8
339099489.74
339099488.68
339099487.62
339099486.56
339099485.5
339099484.44
339099483.38
339099482.32
339099481.26
339099480.2
339099479.14
339099478.08
339099477.02
339099475.96
339099474.9
339099473.84
339099472.78
339099471.72
339099470.66
339099469.6
339099468.54
339099467.48
339099466.42
339099465.36
339099464.3
339099463.24
339099462.18
339099461.12
339099460.06
339099459.0
339099457.37
339099455.74
339099454.11
339099452.48
339099450.85
339099449.22
339099447.59
339099445.96
339099444.33
339099442.7
339099441.07
339099439.44
339099437.81
339099436.18
339099434.55
339099432.92
339099431.29
339099429.66
339099428.03
339099426.4
339099424.77
339099423.14
339099421.51
339099419.88
339099418.25
339099416.62
339099414.99
339099413.36
339099411.73
339099410.1
339099408.47
339099406.84
339099405.21
339099403.58
339099401.95
339099400.32
339099398.69
339099397.06
339099395.43
339099393.8
339099392.17
339099390.54
339099388.91
339099387.28
339099385.65
339099384.02
339099382.39
339099380.76
339099379.13
339099377.5
339099375.87
339099374.24
339099372.61
339099370.98
339099369.35
339099367.72
339099366.09
339099364.46
339099362.83
339099361.2
339099359.57
339099357.94
339099356.31
339099354.68
339099353.05
339099351.42
339099349.79
339099348.16
339099346.53
339099344.9
339099343.27
339099341.64
339099340.01
339099338.38
339099336.75
339099335.12
339099333.49
339099331.86
339099330.23
339099328.6
339099326.97
339099325.34
339099323.71
339099322.08
339099320.45
339099318.82
339099317.19
339099315.56
339099313.93
339099312.3
339099310.67
339099309.04
339099307.41
339099305.78
339099304.15
339099302.52
339099300.89
339099299.26
339099297.63
339099296.0
339099293.1
339099290.2
339099287.3
339099284.4
339099281.5
339099278.6
339099275.7
339099272.8
339099269.9
339099267.0
339099264.1
339099261.2
339099258.3
339099255.4
339099252.5
339099249.6
339099246.7
339099243.8
339099240.9
339099238.0
339099235.1
339099232.2
339099229.3
339099226.4
339099223.5
339099220.6
339099217.7
339099214.8
339099211.9
339099209.0
339099206.1
