I
65.0
65.2
65.4
65.6
65.8
66.0
66.2
66.4
66.6
66.8
67.0
67.2
67.4
67.6
67.8
68.0
68.2
68.4
68.6
68.8
69.0
69.2
69.4
69.6
69.8
70.0
70.2
70.4
70.6
70.8
71.0
71.2
71.4
71.6
71.8
72.0
72.2
72.4
72.6
72.8
73.0
73.2
73.4
73.6
73.8
74.0
74.2
74.4
74.6
74.8
75.0
75.2
75.4
75.6
75.8
76.0
76.2
76.4
76.6
76.8
77.0
77.2
77.4
77.6
77.8
78.0
78.2
78.4
78.6
78.8
79.0
79.2
79.4
79.6
79.8
80.0
80.2
80.4
80.6
80.8
81.0
81.2
81.4
81.6
81.8
82.0
82.2
82.4
82.6
82.8
83.0
83.2
83.4
83.6
83.8
84.0
84.2
84.4
84.6
84.8
85.0
85.21
85.42
85.63
85.84
86.05
86.26
86.47
86.68
86.89
87.10000000000001
87.31
87.52
87.73
87.94
88.15
88.36
88.57
88.78
88.99
89.2
89.41
89.62
89.83
90.04
90.25
90.46
90.67
90.88
91.09
91.3
91.51
91.72
91.93
92.14
92.35
92.56
92.77
92.98
93.19
93.4
93.61
93.82
94.03
94.24
94.45
94.66
94.87
95.08
95.28999999999999
95.5
95.71000000000001
95.92
96.13
96.34
96.55
96.76
96.97
97.18
97.39
97.6
97.81
98.02000000000001
98.23
98.44
98.65
98.86
99.07
99.28
99.49
99.7
99.91
100.12
100.33
100.53999999999999
100.75
100.96000000000001
101.17
101.38
101.59
101.8
102.01
102.22
102.43
102.64
102.85
103.06
103.27000000000001
103.48
103.69
103.9
104.11
104.32
104.53
104.74
104.95
105.16
105.37
105.58
105.78999999999999
106.0
106.32000000000001
106.64
106.96000000000001
107.28
107.6
107.92
108.24
108.56
108.88
109.2
109.52
109.84
110.16
110.48
110.8
111.12
111.44
111.76
112.08
112.4
112.72
113.04
113.36
113.68
114.0
114.32000000000001
114.64
114.96000000000001
115.28
115.60000000000001
115.92
116.24
116.56
116.88
117.2
117.52
117.84
118.16
118.48
118.8
119.12
119.44
119.76
120.08
120.4
120.72
121.04
121.36
121.68
122.0
122.32000000000001
122.64
122.96000000000001
123.28
123.60000000000001
123.92
124.24
124.56
124.88
125.2
125.52
125.84
126.16
126.48
126.8
127.12
127.44
127.76
128.07999999999998
128.4
128.72
129.04000000000002
129.36
129.68
130.0
130.32
130.64
130.96
131.28
131.60000000000002
131.92000000000002
132.24
132.56
132.88
133.2
133.51999999999998
133.84
134.16
134.48000000000002
134.8
135.12
135.44
135.76
136.07999999999998
136.4
136.72
137.04000000000002
137.36
137.68
138.0
138.62
139.24
139.86
140.48
141.10000000000002
141.72
142.34000000000003
142.96
143.57999999999998
144.20000000000002
144.82
145.44
146.06
146.68
147.29999999999998
147.92000000000002
148.54
149.16000000000003
149.78
150.4
151.02
151.64000000000001
152.26
152.88000000000002
153.5
154.12
154.74
155.36
155.98000000000002
156.60000000000002
157.22
157.84000000000003
158.46
159.07999999999998
159.70000000000002
160.32
160.94
161.56
162.18
162.79999999999998
163.42000000000002
164.04
164.66000000000003
165.28
165.9
166.51999999999998
167.14000000000001
167.76
168.38000000000002
169.0
169.62
170.24
170.86
171.48000000000002
172.10000000000002
172.72
173.34000000000003
173.96
174.57999999999998
175.2
175.82
176.44
177.06
177.68
178.3
178.92000000000002
179.54
180.16000000000003
180.78
181.4
182.01999999999998
182.64000000000001
183.26
183.88
184.5
185.12
185.74
186.36
186.98000000000002
187.60000000000002
188.22
188.84000000000003
189.46
